building,floor,electricity,water,status,timestamp
Building B,1,110.49,250.21,normal,2025-11-28T20:39:12.644025+00:00
Building C,2,83.7,210.0,normal,2025-12-08T04:13:56.644025+00:00
Building B,5,166.14,360.57,normal,2025-11-20T12:45:52.644025+00:00
Building A,3,97.36,185.9,normal,2025-11-21T05:07:08.644025+00:00
Building B,2,154.21,210.06,normal,2025-12-03T14:09:40.644025+00:00
Building A,1,119.12,127.92,normal,2025-11-19T02:46:12.644025+00:00
Building A,1,255.54,459.37,anomaly,2025-12-14T08:17:47.644025+00:00
Building C,4,105.09,144.66,normal,2025-11-22T00:52:11.644025+00:00
Building B,4,125.14,369.38,normal,2025-12-10T14:19:16.644025+00:00
Building C,3,108.0,283.71,normal,2025-11-27T17:55:47.644025+00:00
Building B,3,120.49,265.46,normal,2025-11-30T16:39:45.644025+00:00
Building C,2,72.69,198.79,normal,2025-11-18T07:16:56.644025+00:00
Building A,2,148.01,231.01,normal,2025-11-28T15:15:41.644025+00:00
Building B,1,97.75,149.91,normal,2025-12-09T01:53:36.644025+00:00
Building A,1,148.78,219.67,normal,2025-11-16T17:02:18.644025+00:00
Building C,3,129.23,176.27,normal,2025-12-13T21:17:39.644025+00:00
Building C,3,111.28,156.12,normal,2025-12-01T06:15:59.644025+00:00
Building A,4,128.48,137.54,normal,2025-11-30T05:07:58.644025+00:00
Building C,1,66.35,215.52,normal,2025-11-28T05:17:45.644025+00:00
Building A,3,135.66,243.42,normal,2025-12-09T09:24:41.644025+00:00
Building A,4,94.07,240.3,normal,2025-12-01T01:25:53.644025+00:00
Building A,2,117.79,135.24,normal,2025-12-05T22:22:27.644025+00:00
Building A,1,84.68,234.26,normal,2025-12-15T20:09:43.644025+00:00
Building C,4,156.27,181.88,normal,2025-11-26T14:24:17.644025+00:00
Building C,5,120.78,217.04,normal,2025-12-12T13:27:40.644025+00:00
Building A,1,305.22,635.88,anomaly,2025-12-03T21:07:27.644025+00:00
Building B,4,148.51,252.54,normal,2025-12-07T16:54:48.644025+00:00
Building C,3,118.43,249.02,normal,2025-11-18T11:11:16.644025+00:00
Building B,1,102.34,270.16,normal,2025-11-22T20:11:23.644025+00:00
Building A,3,80.93,228.15,normal,2025-11-24T01:34:05.644025+00:00
Building A,2,293.21,542.17,anomaly,2025-12-12T06:00:56.644025+00:00
Building B,4,110.93,271.41,normal,2025-11-28T04:31:42.644025+00:00
Building B,3,173.61,332.2,normal,2025-11-20T13:13:56.644025+00:00
Building B,2,140.29,153.12,normal,2025-12-11T00:30:07.644025+00:00
Building C,2,116.61,187.05,normal,2025-12-07T11:51:53.644025+00:00
Building B,3,137.59,203.3,normal,2025-12-01T19:43:52.644025+00:00
Building A,4,163.75,229.02,normal,2025-11-18T15:44:37.644025+00:00
Building A,5,77.15,252.58,normal,2025-12-12T06:27:48.644025+00:00
Building B,1,253.63,483.06,anomaly,2025-12-01T06:01:49.644025+00:00
Building A,2,83.15,165.67,normal,2025-11-18T19:40:27.644025+00:00
Building C,3,130.56,146.42,normal,2025-11-18T21:14:42.644025+00:00
Building A,4,165.39,199.49,normal,2025-11-28T15:58:44.644025+00:00
Building B,2,140.46,262.51,normal,2025-12-13T01:35:17.644025+00:00
Building B,2,123.01,188.78,normal,2025-11-20T19:45:45.644025+00:00
Building C,5,292.42,565.43,anomaly,2025-12-03T01:10:21.644025+00:00
Building A,1,101.09,211.2,normal,2025-12-04T04:27:11.644025+00:00
Building B,3,136.24,192.68,normal,2025-11-17T02:01:29.644025+00:00
Building C,3,110.51,228.24,normal,2025-11-24T04:43:12.644025+00:00
Building A,2,89.25,238.86,normal,2025-11-19T19:06:38.644025+00:00
Building B,4,103.6,216.12,normal,2025-11-27T23:12:47.644025+00:00
Building B,2,123.23,226.47,normal,2025-11-17T10:54:10.644025+00:00
Building B,2,110.31,303.59,normal,2025-11-29T18:16:07.644025+00:00
Building B,1,145.84,175.98,normal,2025-12-08T21:58:57.644025+00:00
Building C,5,129.54,159.78,normal,2025-12-02T23:04:14.644025+00:00
Building A,5,138.58,231.83,normal,2025-12-08T11:36:01.644025+00:00
Building A,4,105.9,309.15,normal,2025-11-23T09:24:36.644025+00:00
Building B,3,110.98,259.69,normal,2025-12-10T19:40:41.644025+00:00
Building A,4,105.98,313.69,normal,2025-11-27T11:00:23.644025+00:00
Building C,2,100.44,206.06,normal,2025-11-16T06:05:00.644025+00:00
Building C,5,100.65,203.78,normal,2025-11-25T21:56:12.644025+00:00
Building C,3,117.27,278.68,normal,2025-11-21T11:28:02.644025+00:00
Building B,2,140.68,295.34,normal,2025-12-05T13:17:40.644025+00:00
Building A,1,78.53,195.08,normal,2025-11-19T07:45:42.644025+00:00
Building A,1,91.51,261.03,normal,2025-12-13T14:03:43.644025+00:00
Building A,4,115.02,288.17,normal,2025-11-18T10:19:19.644025+00:00
Building A,4,111.96,160.0,normal,2025-11-17T05:47:36.644025+00:00
Building A,4,265.91,589.49,anomaly,2025-12-07T16:08:25.644025+00:00
Building B,1,151.86,290.11,normal,2025-12-11T13:49:35.644025+00:00
Building C,3,124.85,244.62,normal,2025-11-30T15:38:23.644025+00:00
Building A,5,125.64,293.37,normal,2025-11-23T15:30:06.644025+00:00
Building A,4,121.63,178.88,normal,2025-12-12T18:55:51.644025+00:00
Building C,4,122.66,249.26,normal,2025-11-19T12:39:18.644025+00:00
Building A,1,158.85,208.01,normal,2025-12-15T12:22:51.644025+00:00
Building B,1,106.04,222.06,normal,2025-12-01T06:51:31.644025+00:00
Building A,4,119.12,222.85,normal,2025-12-08T17:06:46.644025+00:00
Building B,4,125.29,166.76,normal,2025-11-21T06:29:10.644025+00:00
Building A,5,253.73,600.1,anomaly,2025-12-05T14:20:09.644025+00:00
Building C,3,331.64,595.76,anomaly,2025-12-09T08:52:36.644025+00:00
Building C,3,124.1,134.98,normal,2025-12-04T00:59:08.644025+00:00
Building B,4,135.92,281.83,normal,2025-11-28T14:57:41.644025+00:00
Building A,4,122.42,170.29,normal,2025-12-02T22:30:50.644025+00:00
Building A,3,139.09,273.55,normal,2025-11-18T17:45:13.644025+00:00
Building B,5,113.54,210.93,normal,2025-11-24T07:02:01.644025+00:00
Building B,4,163.7,224.74,normal,2025-12-04T21:08:21.644025+00:00
Building C,3,106.1,188.4,normal,2025-12-02T10:33:26.644025+00:00
Building A,4,100.68,162.18,normal,2025-11-22T19:56:15.644025+00:00
Building C,5,127.96,186.34,normal,2025-11-27T06:33:53.644025+00:00
Building B,3,107.34,204.1,normal,2025-11-23T14:18:38.644025+00:00
Building C,5,109.34,236.9,normal,2025-12-09T19:23:20.644025+00:00
Building B,2,85.4,276.27,normal,2025-11-25T05:51:43.644025+00:00
Building C,1,106.32,232.62,normal,2025-11-19T09:49:46.644025+00:00
Building C,1,82.93,246.44,normal,2025-11-26T18:37:48.644025+00:00
Building B,4,142.82,356.1,normal,2025-11-19T08:47:44.644025+00:00
Building C,1,120.03,217.15,normal,2025-12-15T14:45:19.644025+00:00
Building B,3,124.09,357.43,normal,2025-11-24T14:35:33.644025+00:00
Building A,1,82.43,149.99,normal,2025-12-08T04:56:57.644025+00:00
Building C,1,122.12,153.71,normal,2025-12-13T21:59:41.644025+00:00
Building A,1,91.94,296.63,normal,2025-12-01T18:54:44.644025+00:00
Building A,3,120.76,202.03,normal,2025-12-12T00:45:16.644025+00:00
Building B,5,288.31,453.46,anomaly,2025-12-03T20:32:53.644025+00:00
Building B,1,81.47,146.56,normal,2025-12-04T05:06:30.644025+00:00
Building B,3,108.86,233.63,normal,2025-11-22T04:36:01.644025+00:00
Building C,5,104.51,285.7,normal,2025-12-03T12:01:13.644025+00:00
Building A,4,118.37,170.83,normal,2025-12-15T01:28:09.644025+00:00
Building B,4,127.7,164.02,normal,2025-12-06T05:54:47.644025+00:00
Building A,1,120.74,222.37,normal,2025-11-24T07:07:19.644025+00:00
Building C,2,111.64,221.36,normal,2025-12-15T02:16:20.644025+00:00
Building A,1,86.02,181.67,normal,2025-11-30T05:32:36.644025+00:00
Building A,4,141.88,313.73,normal,2025-12-07T08:50:27.644025+00:00
Building A,1,134.46,295.92,normal,2025-11-18T08:07:14.644025+00:00
Building C,4,107.9,228.86,normal,2025-12-13T10:48:13.644025+00:00
Building A,4,118.47,233.1,normal,2025-11-22T03:59:37.644025+00:00
Building C,2,86.08,264.09,normal,2025-11-30T12:04:45.644025+00:00
Building C,5,154.01,200.79,normal,2025-11-27T13:07:49.644025+00:00
Building A,5,114.35,273.18,normal,2025-11-24T12:00:24.644025+00:00
Building C,1,142.9,175.59,normal,2025-12-14T13:31:40.644025+00:00
Building B,1,171.34,305.78,normal,2025-11-21T12:36:01.644025+00:00
Building B,1,130.28,211.09,normal,2025-12-08T00:06:15.644025+00:00
Building C,5,99.78,225.88,normal,2025-11-27T12:38:13.644025+00:00
Building C,4,267.98,473.2,anomaly,2025-12-13T18:05:24.644025+00:00
Building C,2,66.01,224.91,normal,2025-12-02T23:39:52.644025+00:00
Building B,2,103.46,230.08,normal,2025-12-10T11:55:58.644025+00:00
Building A,1,158.32,176.37,normal,2025-11-25T11:07:54.644025+00:00
Building B,1,97.9,188.9,normal,2025-12-13T19:55:36.644025+00:00
Building C,3,139.01,260.18,normal,2025-11-26T16:55:41.644025+00:00
Building B,3,140.99,248.96,normal,2025-11-20T17:38:49.644025+00:00
Building C,2,130.55,281.18,normal,2025-11-17T08:15:41.644025+00:00
Building C,1,93.01,219.53,normal,2025-11-23T12:28:41.644025+00:00
Building C,4,161.66,181.68,normal,2025-12-06T09:04:34.644025+00:00
Building A,1,79.56,216.39,normal,2025-12-05T05:07:37.644025+00:00
Building A,4,131.23,241.12,normal,2025-12-15T20:55:28.644025+00:00
Building A,5,135.46,159.8,normal,2025-12-13T03:33:33.644025+00:00
Building C,1,85.48,237.26,normal,2025-11-26T20:48:16.644025+00:00
Building B,1,129.1,247.45,normal,2025-12-03T05:49:41.644025+00:00
Building A,1,107.78,224.5,normal,2025-12-08T21:04:12.644025+00:00
Building A,2,152.42,233.84,normal,2025-12-14T15:18:08.644025+00:00
Building C,4,143.66,310.75,normal,2025-11-22T14:32:43.644025+00:00
Building B,3,171.91,330.48,normal,2025-12-09T08:06:05.644025+00:00
Building C,5,143.94,311.53,normal,2025-11-18T13:08:03.644025+00:00
Building A,4,147.18,151.19,normal,2025-11-22T21:46:39.644025+00:00
Building C,4,112.56,202.44,normal,2025-11-30T19:06:39.644025+00:00
Building B,1,114.33,341.05,normal,2025-12-01T13:27:29.644025+00:00
Building C,3,102.22,242.37,normal,2025-12-07T10:16:18.644025+00:00
Building C,5,130.15,260.59,normal,2025-12-11T14:33:28.644025+00:00
Building A,3,93.97,194.21,normal,2025-12-14T03:40:28.644025+00:00
Building B,4,191.39,334.46,normal,2025-12-12T09:11:19.644025+00:00
Building B,3,89.18,232.85,normal,2025-12-02T21:10:31.644025+00:00
Building A,5,171.53,262.98,normal,2025-11-30T11:07:48.644025+00:00
Building A,5,115.13,142.64,normal,2025-12-01T06:26:07.644025+00:00
Building C,4,104.44,168.77,normal,2025-12-03T04:54:14.644025+00:00
Building A,1,101.01,160.71,normal,2025-11-26T23:00:24.644025+00:00
Building B,5,144.21,210.58,normal,2025-11-28T19:30:33.644025+00:00
Building A,5,107.08,213.22,normal,2025-12-14T20:39:29.644025+00:00
Building A,5,132.88,236.72,normal,2025-12-11T06:58:19.644025+00:00
Building B,3,89.09,253.71,normal,2025-11-16T01:12:52.644025+00:00
Building C,1,382.91,623.57,anomaly,2025-11-18T12:08:25.644025+00:00
Building B,3,193.15,323.63,normal,2025-12-08T17:03:25.644025+00:00
Building B,5,156.99,193.56,normal,2025-11-25T20:58:16.644025+00:00
Building C,3,113.88,141.7,normal,2025-12-07T19:40:29.644025+00:00
Building A,3,135.72,313.43,normal,2025-12-15T14:15:08.644025+00:00
Building C,1,81.56,147.73,normal,2025-12-02T06:22:41.644025+00:00
Building B,1,100.7,151.62,normal,2025-12-08T22:47:52.644025+00:00
Building C,3,107.56,235.46,normal,2025-12-06T06:43:00.644025+00:00
Building C,3,156.29,214.36,normal,2025-11-27T18:01:17.644025+00:00
Building C,1,105.91,220.18,normal,2025-11-30T10:59:05.644025+00:00
Building A,3,140.41,224.37,normal,2025-11-23T19:57:40.644025+00:00
Building A,5,171.68,241.57,normal,2025-11-28T15:10:26.644025+00:00
Building C,3,120.39,177.05,normal,2025-12-10T22:29:07.644025+00:00
Building C,3,78.31,208.57,normal,2025-11-24T20:16:29.644025+00:00
Building B,5,86.89,235.64,normal,2025-11-20T03:40:35.644025+00:00
Building A,1,92.12,259.21,normal,2025-12-03T11:13:33.644025+00:00
Building C,5,148.06,285.45,normal,2025-12-07T11:24:33.644025+00:00
Building A,1,124.2,141.42,normal,2025-12-01T20:45:02.644025+00:00
Building A,3,123.32,196.56,normal,2025-11-19T05:38:03.644025+00:00
Building C,3,82.23,237.17,normal,2025-12-12T20:38:50.644025+00:00
Building B,3,129.72,172.64,normal,2025-11-22T21:18:10.644025+00:00
Building C,1,142.26,191.37,normal,2025-11-26T10:30:04.644025+00:00
Building B,1,138.11,194.27,normal,2025-11-19T13:18:33.644025+00:00
Building A,1,113.02,217.96,normal,2025-11-26T07:17:15.644025+00:00
Building C,4,117.13,217.7,normal,2025-12-14T02:30:41.644025+00:00
Building C,5,105.94,266.6,normal,2025-11-29T21:44:21.644025+00:00
Building B,3,185.54,262.82,normal,2025-11-27T08:00:12.644025+00:00
Building B,3,107.45,259.7,normal,2025-12-03T15:51:09.644025+00:00
Building A,5,161.02,212.65,normal,2025-11-28T11:12:37.644025+00:00
Building C,2,353.53,648.29,anomaly,2025-11-22T03:32:17.644025+00:00
Building B,3,161.88,205.89,normal,2025-12-13T17:43:51.644025+00:00
Building A,5,79.87,208.61,normal,2025-11-20T23:37:43.644025+00:00
Building B,1,297.01,472.65,anomaly,2025-11-20T00:20:50.644025+00:00
Building B,4,128.27,190.69,normal,2025-12-14T02:36:07.644025+00:00
Building C,2,94.52,136.61,normal,2025-11-24T23:07:05.644025+00:00
Building B,4,146.91,231.03,normal,2025-12-14T05:57:11.644025+00:00
Building C,1,99.12,232.39,normal,2025-11-22T16:56:32.644025+00:00
Building B,4,177.99,254.99,normal,2025-12-09T11:24:33.644025+00:00
Building A,5,97.21,147.97,normal,2025-12-08T02:00:34.644025+00:00
Building C,5,142.89,274.99,normal,2025-11-22T09:07:52.644025+00:00
Building B,2,99.15,247.06,normal,2025-11-27T22:32:13.644025+00:00
Building A,4,100.09,187.66,normal,2025-12-03T09:36:09.644025+00:00
Building A,3,121.73,183.55,normal,2025-11-20T12:35:53.644025+00:00
Building A,3,100.41,179.58,normal,2025-12-09T17:32:12.644025+00:00
Building A,4,326.41,459.9,anomaly,2025-11-29T07:54:38.644025+00:00
Building C,5,146.18,256.88,normal,2025-11-24T11:08:32.644025+00:00
Building B,2,91.06,263.14,normal,2025-12-02T22:30:00.644025+00:00
Building A,3,162.29,211.9,normal,2025-12-13T17:57:54.644025+00:00
Building B,2,148.2,279.61,normal,2025-12-12T21:13:19.644025+00:00
Building B,1,178.54,214.58,normal,2025-12-11T12:41:12.644025+00:00
Building B,2,143.78,199.35,normal,2025-11-29T05:29:24.644025+00:00
Building C,2,82.6,154.1,normal,2025-11-28T05:58:09.644025+00:00
Building B,2,139.5,174.99,normal,2025-11-21T06:25:55.644025+00:00
Building C,3,91.95,172.74,normal,2025-11-23T02:09:29.644025+00:00
Building A,5,151.1,300.26,normal,2025-11-27T09:12:47.644025+00:00
Building B,1,104.73,202.24,normal,2025-11-27T00:19:54.644025+00:00
Building A,3,122.76,210.02,normal,2025-12-03T11:10:35.644025+00:00
Building A,3,96.5,319.1,normal,2025-11-16T12:20:47.644025+00:00
Building B,1,132.91,321.07,normal,2025-11-29T14:26:29.644025+00:00
Building B,4,185.46,280.34,normal,2025-11-19T16:52:40.644025+00:00
Building A,3,81.73,135.6,normal,2025-12-06T01:50:24.644025+00:00
Building C,2,75.73,179.27,normal,2025-12-06T06:36:55.644025+00:00
Building B,2,106.88,273.16,normal,2025-11-29T21:40:45.644025+00:00
Building A,1,86.63,269.29,normal,2025-12-07T10:46:45.644025+00:00
Building B,2,142.57,319.51,normal,2025-12-02T09:20:01.644025+00:00
Building A,1,93.08,241.56,normal,2025-11-22T20:45:28.644025+00:00
Building C,4,141.53,282.09,normal,2025-12-05T14:24:54.644025+00:00
Building A,2,133.29,235.47,normal,2025-11-30T10:10:54.644025+00:00
Building A,1,118.7,196.75,normal,2025-11-28T04:24:21.644025+00:00
Building C,2,77.24,142.94,normal,2025-11-20T05:00:06.644025+00:00
Building B,4,153.48,381.26,normal,2025-11-19T12:55:37.644025+00:00
Building A,4,124.17,155.24,normal,2025-12-03T19:59:31.644025+00:00
Building C,5,113.61,288.37,normal,2025-11-19T18:42:54.644025+00:00
Building C,2,97.39,163.99,normal,2025-11-19T17:00:14.644025+00:00
Building C,3,103.59,295.93,normal,2025-12-12T18:03:54.644025+00:00
Building B,5,150.66,387.36,normal,2025-12-07T16:47:08.644025+00:00
Building C,1,127.03,153.52,normal,2025-12-04T19:31:34.644025+00:00
Building C,5,130.25,245.31,normal,2025-11-16T23:31:40.644025+00:00
Building A,4,86.88,247.12,normal,2025-11-17T20:32:25.644025+00:00
Building A,4,104.91,316.24,normal,2025-11-20T10:35:03.644025+00:00
Building C,3,95.43,192.16,normal,2025-11-16T16:07:27.644025+00:00
Building A,2,70.13,187.03,normal,2025-11-23T03:40:29.644025+00:00
Building C,4,121.08,156.18,normal,2025-11-26T00:40:55.644025+00:00
Building C,5,143.1,255.23,normal,2025-11-29T15:11:13.644025+00:00
Building C,4,90.71,268.55,normal,2025-11-21T17:31:15.644025+00:00
Building C,3,105.12,182.51,normal,2025-11-20T19:05:22.644025+00:00
Building B,2,187.83,207.52,normal,2025-12-09T16:39:30.644025+00:00
Building C,1,140.91,284.7,normal,2025-11-23T11:52:32.644025+00:00
Building A,2,126.94,227.92,normal,2025-11-26T15:11:37.644025+00:00
Building A,1,130.31,204.53,normal,2025-11-28T08:49:18.644025+00:00
Building C,1,97.32,207.72,normal,2025-12-13T10:32:43.644025+00:00
Building C,5,112.69,289.09,normal,2025-12-12T16:22:46.644025+00:00
Building C,4,96.82,245.04,normal,2025-12-14T20:55:58.644025+00:00
Building B,3,84.54,184.76,normal,2025-12-04T23:33:06.644025+00:00
Building B,4,129.29,198.43,normal,2025-11-29T01:13:13.644025+00:00
Building A,3,250.97,630.63,anomaly,2025-12-12T22:10:44.644025+00:00
Building A,5,166.73,271.68,normal,2025-11-19T10:06:03.644025+00:00
Building A,5,88.43,187.93,normal,2025-12-02T01:52:48.644025+00:00
Building B,2,171.53,305.47,normal,2025-11-27T11:07:29.644025+00:00
Building B,4,98.88,173.62,normal,2025-12-05T07:59:34.644025+00:00
Building C,1,86.71,257.35,normal,2025-12-12T10:54:48.644025+00:00
Building B,4,139.88,188.67,normal,2025-11-27T06:33:55.644025+00:00
Building A,3,163.48,236.18,normal,2025-12-06T13:50:42.644025+00:00
Building B,2,90.7,171.58,normal,2025-11-20T23:51:36.644025+00:00
Building B,2,85.85,191.98,normal,2025-11-16T07:06:18.644025+00:00
Building B,1,136.65,176.36,normal,2025-12-12T22:03:48.644025+00:00
Building B,2,100.49,176.23,normal,2025-11-19T00:38:42.644025+00:00
Building B,5,153.66,231.11,normal,2025-12-09T07:06:02.644025+00:00
Building C,1,104.42,271.13,normal,2025-11-16T15:46:39.644025+00:00
Building C,2,118.82,170.23,normal,2025-12-02T01:08:35.644025+00:00
Building A,5,117.48,182.07,normal,2025-11-25T23:52:42.644025+00:00
Building B,5,205.34,215.46,normal,2025-12-15T14:36:35.644025+00:00
Building B,5,103.93,241.39,normal,2025-12-05T03:36:58.644025+00:00
Building C,3,71.75,202.03,normal,2025-11-23T05:46:23.644025+00:00
Building C,2,91.93,283.35,normal,2025-12-06T09:23:10.644025+00:00
Building C,1,366.79,555.04,anomaly,2025-12-03T05:41:29.644025+00:00
Building C,5,162.67,313.18,normal,2025-11-18T08:17:45.644025+00:00
Building C,1,109.37,240.49,normal,2025-12-13T15:51:51.644025+00:00
Building C,5,82.41,201.64,normal,2025-12-07T01:27:02.644025+00:00
Building B,2,126.35,275.95,normal,2025-11-26T00:26:01.644025+00:00
Building A,2,127.9,208.65,normal,2025-11-30T08:52:13.644025+00:00
Building B,3,149.21,270.45,normal,2025-12-08T01:18:12.644025+00:00
Building C,3,115.79,198.97,normal,2025-11-18T07:55:35.644025+00:00
Building C,4,139.74,273.94,normal,2025-11-27T13:26:38.644025+00:00
Building A,5,179.56,230.89,normal,2025-12-02T14:53:52.644025+00:00
Building C,4,142.85,247.18,normal,2025-11-22T15:33:33.644025+00:00
Building C,5,75.61,215.57,normal,2025-12-15T05:39:30.644025+00:00
Building C,3,83.2,153.18,normal,2025-11-29T22:18:59.644025+00:00
Building B,4,115.54,259.89,normal,2025-12-05T16:22:20.644025+00:00
Building C,3,105.95,288.48,normal,2025-11-30T09:01:01.644025+00:00
Building B,5,131.74,258.11,normal,2025-11-27T19:51:10.644025+00:00
Building A,1,108.74,187.71,normal,2025-11-21T20:43:08.644025+00:00
Building A,4,123.56,215.03,normal,2025-12-14T05:10:22.644025+00:00
Building C,5,97.18,181.33,normal,2025-12-04T22:17:56.644025+00:00
Building A,5,168.5,317.4,normal,2025-12-01T16:35:58.644025+00:00
Building B,5,100.58,166.5,normal,2025-11-27T01:43:25.644025+00:00
Building B,4,198.1,299.26,normal,2025-12-02T15:41:56.644025+00:00
Building B,3,378.05,463.35,anomaly,2025-11-18T07:32:04.644025+00:00
Building C,4,74.62,143.07,normal,2025-11-20T05:38:49.644025+00:00
Building C,5,167.15,269.79,normal,2025-11-30T18:53:21.644025+00:00
Building C,5,93.7,259.24,normal,2025-11-29T16:30:41.644025+00:00
Building C,3,95.04,264.38,normal,2025-11-26T16:21:40.644025+00:00
Building B,1,152.53,310.73,normal,2025-11-20T14:53:20.644025+00:00
Building C,4,124.73,210.84,normal,2025-12-15T13:12:54.644025+00:00
Building A,4,124.21,323.98,normal,2025-12-06T15:59:02.644025+00:00
Building B,1,159.51,287.36,normal,2025-11-21T15:06:19.644025+00:00
Building A,3,71.1,223.54,normal,2025-11-25T03:09:01.644025+00:00
Building B,5,132.07,267.66,normal,2025-12-09T03:41:18.644025+00:00
Building A,2,122.15,290.09,normal,2025-12-09T14:08:46.644025+00:00
Building B,1,110.3,253.81,normal,2025-11-22T10:32:04.644025+00:00
Building C,5,102.15,180.43,normal,2025-11-18T08:58:16.644025+00:00
Building C,5,144.34,270.21,normal,2025-12-07T13:27:53.644025+00:00
Building A,2,74.34,164.2,normal,2025-12-03T23:50:50.644025+00:00
Building A,1,372.57,582.97,anomaly,2025-12-13T17:35:10.644025+00:00
Building A,1,142.4,293.1,normal,2025-11-19T13:21:49.644025+00:00
Building C,5,165.74,307.47,normal,2025-11-23T15:29:47.644025+00:00
Building B,3,120.6,269.24,normal,2025-11-24T21:32:26.644025+00:00
Building A,5,102.51,204.28,normal,2025-12-15T23:15:25.644025+00:00
Building B,1,103.69,234.56,normal,2025-11-23T02:32:49.644025+00:00
Building B,2,135.58,262.38,normal,2025-11-28T05:25:59.644025+00:00
Building B,3,135.7,172.73,normal,2025-11-30T06:09:02.644025+00:00
Building B,5,149.32,351.1,normal,2025-11-16T10:11:06.644025+00:00
Building A,5,106.34,329.35,normal,2025-12-11T15:39:24.644025+00:00
Building C,5,72.35,185.96,normal,2025-12-11T22:52:44.644025+00:00
Building C,2,74.35,170.02,normal,2025-11-17T20:38:09.644025+00:00
Building B,2,131.38,314.11,normal,2025-11-20T16:10:51.644025+00:00
Building A,2,97.41,291.03,normal,2025-12-11T13:12:06.644025+00:00
Building C,1,115.75,163.23,normal,2025-11-19T21:11:15.644025+00:00
Building B,1,166.35,333.69,normal,2025-12-12T16:19:38.644025+00:00
Building C,1,113.67,223.74,normal,2025-11-18T18:14:06.644025+00:00
Building A,3,108.0,226.63,normal,2025-12-11T12:57:46.644025+00:00
Building C,3,393.1,488.23,anomaly,2025-11-28T05:38:19.644025+00:00
Building A,2,123.24,282.51,normal,2025-11-18T18:20:50.644025+00:00
Building A,5,88.83,157.6,normal,2025-11-23T00:18:31.644025+00:00
Building A,4,120.89,195.32,normal,2025-11-24T04:36:22.644025+00:00
Building C,5,169.81,225.9,normal,2025-12-12T11:57:42.644025+00:00
Building A,4,143.5,181.06,normal,2025-11-21T09:14:26.644025+00:00
Building A,4,132.06,167.53,normal,2025-12-07T00:47:30.644025+00:00
Building B,4,93.99,243.32,normal,2025-11-24T19:12:03.644025+00:00
Building B,4,186.7,245.35,normal,2025-11-17T13:04:08.644025+00:00
Building A,5,152.8,287.71,normal,2025-12-15T13:15:44.644025+00:00
Building B,1,156.67,288.86,normal,2025-11-18T09:40:39.644025+00:00
Building A,5,82.42,190.48,normal,2025-12-01T06:02:41.644025+00:00
Building C,5,121.04,212.27,normal,2025-11-21T01:23:18.644025+00:00
Building C,1,82.88,225.64,normal,2025-12-13T11:53:20.644025+00:00
Building A,1,77.81,222.99,normal,2025-11-21T03:06:28.644025+00:00
Building A,3,104.65,218.64,normal,2025-11-24T00:53:28.644025+00:00
Building A,2,121.31,199.01,normal,2025-12-14T23:39:09.644025+00:00
Building C,1,97.69,138.95,normal,2025-11-29T23:26:07.644025+00:00
Building B,3,157.49,268.42,normal,2025-11-28T18:02:07.644025+00:00
Building B,2,124.35,286.44,normal,2025-12-03T18:02:45.644025+00:00
Building A,2,111.61,210.7,normal,2025-12-15T22:59:55.644025+00:00
Building C,5,297.4,464.69,anomaly,2025-11-26T12:42:02.644025+00:00
Building B,1,115.89,242.08,normal,2025-12-04T08:16:55.644025+00:00
Building B,3,95.07,207.68,normal,2025-11-25T19:13:08.644025+00:00
Building B,4,110.46,352.84,normal,2025-12-15T12:08:34.644025+00:00
Building B,2,189.57,356.42,normal,2025-12-04T11:20:03.644025+00:00
Building C,4,69.12,153.66,normal,2025-11-19T06:51:10.644025+00:00
Building B,3,112.39,335.26,normal,2025-11-30T15:30:32.644025+00:00
Building C,5,122.31,217.07,normal,2025-12-15T18:50:57.644025+00:00
Building C,3,111.23,241.85,normal,2025-11-28T16:44:46.644025+00:00
Building B,4,86.62,193.27,normal,2025-11-28T05:11:57.644025+00:00
Building B,3,162.35,243.85,normal,2025-11-30T20:35:26.644025+00:00
Building B,1,116.26,226.75,normal,2025-11-26T19:02:01.644025+00:00
Building A,5,98.01,232.55,normal,2025-11-16T03:11:45.644025+00:00
Building A,3,94.55,136.12,normal,2025-12-14T04:12:20.644025+00:00
Building A,3,125.89,167.1,normal,2025-12-04T22:45:08.644025+00:00
Building C,2,150.03,189.52,normal,2025-12-15T09:10:16.644025+00:00
Building C,5,101.44,317.53,normal,2025-11-26T09:52:13.644025+00:00
Building A,5,161.43,335.32,normal,2025-12-01T14:40:22.644025+00:00
Building A,3,96.11,233.32,normal,2025-11-28T03:21:13.644025+00:00
Building B,2,118.59,265.22,normal,2025-11-25T03:43:44.644025+00:00
Building B,3,139.8,228.82,normal,2025-12-02T14:54:03.644025+00:00
Building B,1,141.54,194.9,normal,2025-11-21T00:33:17.644025+00:00
Building B,2,104.25,224.95,normal,2025-11-22T05:55:48.644025+00:00
Building A,3,101.48,240.39,normal,2025-12-09T13:58:37.644025+00:00
Building A,2,137.0,271.33,normal,2025-11-21T10:16:01.644025+00:00
Building A,2,141.5,285.95,normal,2025-12-06T17:22:23.644025+00:00
Building C,2,86.34,278.32,normal,2025-12-04T09:42:07.644025+00:00
Building B,3,173.42,204.03,normal,2025-12-08T12:42:19.644025+00:00
Building B,3,124.25,218.12,normal,2025-12-08T14:41:06.644025+00:00
